start_station_id,end_station_id,start_station_name,end_station_name,train_no,available_classes,train_ends_at,train_ends_time,your_station,start_arrival_time,start_departure_time,dest_station,dest_time,end_arrival_time,frequency,train_name,train_type,price_1st_rs,price_2nd_rs,price_3rd_rs,total_distance_km
3,14,ABANPOLA,AMBEYPUSSA,4090,"2nd Class, 3rd Class",COLOMBO FORT,10:13:00,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,01:39:00,01:41:00,COLOMBO FORT,04:44:00,03:27:00,Daily,"LONG DISTANCE Available Classes: 1st Class , 2nd Class , 3rd Class Train ends at COLOMBO FORT at 04:44:00",,,400.0,200.0,94.04
3,14,ABANPOLA,AMBEYPUSSA,4086,,,,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,01:39:00,01:41:00,COLOMBO FORT,04:44:00,03:27:00,Daily,"LONG DISTANCE Available Classes: 1st Class , 2nd Class , 3rd Class Train ends at COLOMBO FORT at 04:44:00 Train No: 4090 ABANPOLA 06:25:00 06:27:00 COLOMBO FORT 10:13:00 AMBEYPUSSA 09:04:00 DAILY Rajarata Rejini Available Classes: 2nd Class , 3rd Class Train ends at COLOMBO FORT at 10:13:00",EXPRESS TRAIN,,400.0,200.0,94.04
3,69,ABANPOLA,GALGAMUWA,4077,"2nd Class, 3rd Class",ANURADHAPURA,18:51:00,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,09:34:00,09:35:00,KANKESANTHURAI,14:33:00,09:44:00,Daily,"YAL DEVI LONG DISTANCE Available Classes: 1st Class , 2nd Class , 3rd Class Train ends at KANKESANTHURAI at 14:33:00",,,100.0,40.0,9.99
3,69,ABANPOLA,GALGAMUWA,4085,"1st Class, 2nd Class, 3rd Class",TALAIMANNAR PIER,22:13:00,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,09:34:00,09:35:00,KANKESANTHURAI,14:33:00,09:44:00,Daily,"YAL DEVI LONG DISTANCE Available Classes: 1st Class , 2nd Class , 3rd Class Train ends at KANKESANTHURAI at 14:33:00 Train No: 4077 ABANPOLA 17:24:00 17:25:00 ANURADHAPURA 18:51:00 GALGAMUWA 17:36:00 DAILY Rajarata Rejini Available Classes: 2nd Class , 3rd Class Train ends at ANURADHAPURA at 18:51:00",EXPRESS TRAIN,,100.0,40.0,9.99
3,69,ABANPOLA,GALGAMUWA,5003,"2nd Class, 3rd Class",KANKESANTHURAI,04:24:00,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,09:34:00,09:35:00,KANKESANTHURAI,14:33:00,09:44:00,Daily,"YAL DEVI LONG DISTANCE Available Classes: 1st Class , 2nd Class , 3rd Class Train ends at KANKESANTHURAI at 14:33:00 Train No: 4077 ABANPOLA 17:24:00 17:25:00 ANURADHAPURA 18:51:00 GALGAMUWA 17:36:00 DAILY Rajarata Rejini Available Classes: 2nd Class , 3rd Class Train ends at ANURADHAPURA at 18:51:00 Train No: 4085 ABANPOLA 18:44:00 18:45:00 TALAIMANNAR PIER 22:13:00 GALGAMUWA 18:54:00 DAILY LONG DISTANCE Available Classes: 1st Class , 2nd Class , 3rd Class Train ends at TALAIMANNAR PIER at 22:13:00",EXPRESS TRAIN,,100.0,40.0,9.99
3,69,ABANPOLA,GALGAMUWA,4089,,,,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,09:34:00,09:35:00,KANKESANTHURAI,14:33:00,09:44:00,Daily,"YAL DEVI LONG DISTANCE Available Classes: 1st Class , 2nd Class , 3rd Class Train ends at KANKESANTHURAI at 14:33:00 Train No: 4077 ABANPOLA 17:24:00 17:25:00 ANURADHAPURA 18:51:00 GALGAMUWA 17:36:00 DAILY Rajarata Rejini Available Classes: 2nd Class , 3rd Class Train ends at ANURADHAPURA at 18:51:00 Train No: 4085 ABANPOLA 18:44:00 18:45:00 TALAIMANNAR PIER 22:13:00 GALGAMUWA 18:54:00 DAILY LONG DISTANCE Available Classes: 1st Class , 2nd Class , 3rd Class Train ends at TALAIMANNAR PIER at 22:13:00 Train No: 5003 ABANPOLA 22:52:00 22:53:00 KANKESANTHURAI 04:24:00 GALGAMUWA 23:03:00 DAILY Mail LONG DISTANCE Available Classes: 2nd Class , 3rd Class Train ends at KANKESANTHURAI at 04:24:00",EXPRESS TRAIN,,100.0,40.0,9.99
3,331,ABANPOLA,MANKULAM,4077,"2nd Class, 3rd Class",KANKESANTHURAI,04:24:00,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,09:34:00,09:35:00,KANKESANTHURAI,14:33:00,12:19:00,Daily,"YAL DEVI LONG DISTANCE Available Classes: 1st Class , 2nd Class , 3rd Class Train ends at KANKESANTHURAI at 14:33:00",,,600.0,280.0,149.31
3,331,ABANPOLA,MANKULAM,4089,,,,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,09:34:00,09:35:00,KANKESANTHURAI,14:33:00,12:19:00,Daily,"YAL DEVI LONG DISTANCE Available Classes: 1st Class , 2nd Class , 3rd Class Train ends at KANKESANTHURAI at 14:33:00 Train No: 4077 ABANPOLA 22:52:00 22:53:00 KANKESANTHURAI 04:24:00 MANKULAM 01:53:00 DAILY Mail LONG DISTANCE Available Classes: 2nd Class , 3rd Class Train ends at KANKESANTHURAI at 04:24:00",,,600.0,280.0,149.31
3,403,ABANPOLA,MEESALAI,4089,,,,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,22:52:00,22:53:00,KANKESANTHURAI,04:24:00,03:19:00,Daily,"Mail LONG DISTANCE Available Classes: 2nd Class , 3rd Class Train ends at KANKESANTHURAI at 04:24:00",,,800.0,380.0,225.76
3,330,ABANPOLA,PULIYANKULAM,4077,"2nd Class, 3rd Class",KANKESANTHURAI,04:24:00,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,09:34:00,09:35:00,KANKESANTHURAI,14:33:00,12:00:00,Daily,"YAL DEVI LONG DISTANCE Available Classes: 1st Class , 2nd Class , 3rd Class Train ends at KANKESANTHURAI at 14:33:00",,,500.0,260.0,128.06
