start_station_id,end_station_id,start_station_name,end_station_name,train_no,available_classes,train_ends_at,train_ends_time,your_station,start_arrival_time,start_departure_time,dest_station,dest_time,end_arrival_time,frequency,train_name,train_type,price_1st_rs,price_2nd_rs,price_3rd_rs,total_distance_km
3,483,ABANPOLA,Arivial Nagar,4077,"2nd Class, 3rd Class",KANKESANTHURAI,04:24:00,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,09:34:00,09:35:00,KANKESANTHURAI,14:33:00,12:40:00,Daily,"YAL DEVI LONG DISTANCE Available Classes: 1st Class , 2nd Class , 3rd Class Train ends at KANKESANTHURAI at 14:33:00",,,650.0,320.0,169.75
3,483,ABANPOLA,Arivial Nagar,4089,,,,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,09:34:00,09:35:00,KANKESANTHURAI,14:33:00,12:40:00,Daily,"YAL DEVI LONG DISTANCE Available Classes: 1st Class , 2nd Class , 3rd Class Train ends at KANKESANTHURAI at 14:33:00 Train No: 4077 ABANPOLA 22:52:00 22:53:00 KANKESANTHURAI 04:24:00 Arivial Nagar 02:14:00 DAILY Mail LONG DISTANCE Available Classes: 2nd Class , 3rd Class Train ends at KANKESANTHURAI at 04:24:00",,,650.0,320.0,169.75
3,77,ABANPOLA,GIRAMBE,4086,,,,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,06:25:00,06:27:00,COLOMBO FORT,10:13:00,08:35:00,Daily,"Rajarata Rejini Available Classes: 2nd Class , 3rd Class Train ends at COLOMBO FORT at 10:13:00",EXPRESS TRAIN,,350.0,160.0,70.97
3,234,ABANPOLA,POTUHERA,4086,"1st Class, 2nd Class, 3rd Class",COLOMBO FORT,19:03:00,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,06:25:00,06:27:00,COLOMBO FORT,10:13:00,08:20:00,Daily,"Rajarata Rejini Available Classes: 2nd Class , 3rd Class Train ends at COLOMBO FORT at 10:13:00",EXPRESS TRAIN,,300.0,160.0,63.99
3,234,ABANPOLA,POTUHERA,4078,,,,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,06:25:00,06:27:00,COLOMBO FORT,10:13:00,08:20:00,Daily,"Rajarata Rejini Available Classes: 2nd Class , 3rd Class Train ends at COLOMBO FORT at 10:13:00 Train No: 4086 ABANPOLA 15:45:00 15:46:00 COLOMBO FORT 19:03:00 POTUHERA 17:07:00 DAILY YAL DEVI LONG DISTANCE Available Classes: 1st Class , 2nd Class , 3rd Class Train ends at COLOMBO FORT at 19:03:00",EXPRESS TRAIN,,300.0,160.0,63.99
3,438,ABANPOLA,TALAIMANNAR PIER,5003,,,,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,18:44:00,18:45:00,TALAIMANNAR PIER,22:13:00,22:13:00,Daily,"LONG DISTANCE Available Classes: 1st Class , 2nd Class , 3rd Class Train ends at TALAIMANNAR PIER at 22:13:00",,,700.0,340.0,186.72
3,435,ABANPOLA,THODDAVELI,5003,,,,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ABANPOLA,18:44:00,18:45:00,TALAIMANNAR PIER,22:13:00,21:52:00,Daily,"LONG DISTANCE Available Classes: 1st Class , 2nd Class , 3rd Class Train ends at TALAIMANNAR PIER at 22:13:00",,,650.0,320.0,166.587
410,77,ADAGALA,GIRAMBE,4858,,,,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ADAGALA,14:29:00,14:30:00,POLGAHAWELA,16:11:00,16:03:00,Daily,4858 Rail Bus Available Classes: 3rd Class Train ends at POLGAHAWELA at 16:11:00,,,250.0,140.0,49.606
410,234,ADAGALA,POTUHERA,4858,,,,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type ADAGALA,14:29:00,14:30:00,POLGAHAWELA,16:11:00,15:51:00,Daily,4858 Rail Bus Available Classes: 3rd Class Train ends at POLGAHAWELA at 16:11:00,,,250.0,120.0,41.1
13,135,AGBOPURA,KONWEWA,7084,,,,Train(s) available Direct Trains Your Station Arrival Time Departure Time Destination / Time End Station / Time Frequency Name Type AGBOPURA,20:42:00,20:43:00,COLOMBO FORT,03:42:00,23:40:00,Daily,"Night Mail Night Mail Train Available Classes: 2nd Class , 3rd Class Train ends at COLOMBO FORT at 03:42:00",,,450.0,220.0,102.9
